,SpatialDim,ParentLocationCode,TimeDim,Dim2,AirPollDALYs,Low,High
32746,FJI,WPR,2018,GHECAUSE_GHE000680,56.676,39.77,75.495
32754,LTU,EUR,2013,GHECAUSE_GHE000680,36.605,18.253,62.873
32756,SLV,AMR,2010,GHECAUSE_GHE001180,115.987,50.673,202.401
32758,CHN,WPR,2014,GHECAUSE_GHE001130,735.451,542.324,909.84
32765,AZE,EUR,2019,GHECAUSE_GHE000000,2407.926,1686.749,3285.41
32766,MDA,EUR,2011,GHECAUSE_GHE000000,2153.756,1461.782,2975.213
32771,DZA,AFR,2010,GHECAUSE_GHE001130,648.141,392.832,896.911
32778,RWA,AFR,2014,GHECAUSE_GHE001140,1132.937,730.988,1584.417
32779,DJI,EMR,2010,GHECAUSE_GHE000390,2687.288,2216.028,3135.424
32782,GIN,AFR,2012,GHECAUSE_GHE001130,1517.806,1221.882,1774.103
32787,AFR,,2011,GHECAUSE_GHE000390,3151.77,2616.28,3628.318
32788,AFG,EMR,2014,GHECAUSE_GHE001140,1578.693,997.792,2288.153
32792,NZL,WPR,2016,GHECAUSE_GHE001140,28.099,8.336,57.609
32795,USA,AMR,2019,GHECAUSE_GHE000000,308.806,191.576,438.338
32796,BLR,EUR,2011,GHECAUSE_GHE000390,77.796,41.29,118.121
32798,SLB,WPR,2014,GHECAUSE_GHE001140,1772.333,1074.457,2566.636
32804,EUR,,2018,GHECAUSE_GHE000680,62.891,28.355,113.985
32811,KEN,AFR,2010,GHECAUSE_GHE000680,47.984,40.77,55.193
32814,KAZ,EUR,2019,GHECAUSE_GHE000680,89.151,43.713,160.724
32815,JOR,EMR,2011,GHECAUSE_GHE001130,451.752,292.833,583.291
32819,ISL,EUR,2014,GHECAUSE_GHE000000,166.156,95.624,245.112
32821,VUT,WPR,2013,GHECAUSE_GHE001130,3193.256,2333.893,4024.112
32823,VEN,AMR,2013,GHECAUSE_GHE001130,515.186,326.969,707.842
32834,KAZ,EUR,2017,GHECAUSE_GHE000680,101.653,51.703,174.318
32839,MDV,SEAR,2018,GHECAUSE_GHE001130,348.713,204.336,493.893
32840,AMR,,2014,GHECAUSE_GHE000390,179.332,118.413,251.118
32841,USA,AMR,2016,GHECAUSE_GHE001180,48.637,7.649,130.93
32842,BLR,EUR,2011,GHECAUSE_GHE001140,337.421,166.165,535.405
32843,OMN,EMR,2012,GHECAUSE_GHE000680,25.826,12.752,43.229
32846,ZAF,AFR,2011,GHECAUSE_GHE001130,771.277,545.072,994.79
32847,UGA,AFR,2016,GHECAUSE_GHE001140,1089.966,722.202,1496.521
32857,MDA,EUR,2010,GHECAUSE_GHE000390,297.388,168.247,459.634
32864,ZAF,AFR,2012,GHECAUSE_GHE000000,3065.162,2416.613,3751.212
32868,BRA,AMR,2011,GHECAUSE_GHE001140,195.927,95.156,303.015
32870,CIV,AFR,2010,GHECAUSE_GHE001130,1703.295,1323.825,2026.486
32871,ARM,EUR,2014,GHECAUSE_GHE000390,174.544,118.203,239.404
32875,CPV,AFR,2019,GHECAUSE_GHE000390,564.656,375.107,765.036
32876,SGP,WPR,2012,GHECAUSE_GHE000680,36.643,17.51,61.065
32888,OMN,EMR,2018,GHECAUSE_GHE000680,20.677,10.183,34.58
32889,GTM,AMR,2012,GHECAUSE_GHE000000,2773.097,2350.207,3201.354
32890,MYS,WPR,2015,GHECAUSE_GHE001130,694.319,420.336,1016.776
32893,NGA,AFR,2013,GHECAUSE_GHE000680,28.201,23.791,31.936
32895,AZE,EUR,2010,GHECAUSE_GHE000680,62.45,30.225,104.026
32896,TUR,EUR,2014,GHECAUSE_GHE000390,80.397,50.579,113.552
32898,AMR,,2017,GHECAUSE_GHE000680,28.424,14.44,47.768
32899,AGO,AFR,2019,GHECAUSE_GHE001180,331.384,183.941,518.256
32900,TCD,AFR,2016,GHECAUSE_GHE001180,475.959,317.374,656.128
32906,COL,AMR,2018,GHECAUSE_GHE000000,629.574,422.74,865.024
32909,BLZ,AMR,2012,GHECAUSE_GHE001180,80.799,28.265,171.647
32913,COL,AMR,2013,GHECAUSE_GHE000000,781.462,530.591,1067.16
32916,SOM,EMR,2016,GHECAUSE_GHE000000,8177.288,7070.529,9208.426
32921,ROU,EUR,2015,GHECAUSE_GHE001130,603.692,366.536,788.356
32926,ZMB,AFR,2015,GHECAUSE_GHE001140,1595.582,1016.6,2227.389
32927,ZMB,AFR,2016,GHECAUSE_GHE000680,53.615,44.706,62.429
32929,YEM,EMR,2013,GHECAUSE_GHE000000,4917.353,3713.602,6251.284
32932,ARM,EUR,2014,GHECAUSE_GHE000680,143.025,83.154,221.436
32939,SLV,AMR,2010,GHECAUSE_GHE000680,32.693,20.608,45.696
32941,CIV,AFR,2016,GHECAUSE_GHE000000,6065.87,5115.931,6928.055
32943,COG,AFR,2012,GHECAUSE_GHE001180,534.64,346.467,772.091
32952,MLT,EUR,2014,GHECAUSE_GHE001130,273.018,162.932,363.626
32959,COG,AFR,2011,GHECAUSE_GHE000390,2354.102,1870.813,2867.932
32964,NZL,WPR,2010,GHECAUSE_GHE001180,40.744,7.432,102.807
32965,KIR,WPR,2016,GHECAUSE_GHE000680,222.729,173.301,270.154
32968,SLV,AMR,2013,GHECAUSE_GHE000680,32.939,19.829,48.0
32969,LVA,EUR,2013,GHECAUSE_GHE000680,44.847,22.954,74.623
32972,MUS,AFR,2019,GHECAUSE_GHE000390,85.631,30.391,152.1
32974,CHE,EUR,2014,GHECAUSE_GHE001180,28.262,6.07,68.63
32975,GRC,EUR,2019,GHECAUSE_GHE001130,251.78,153.586,335.6
32979,PRY,AMR,2011,GHECAUSE_GHE000390,386.18,292.663,481.635
32981,NAM,AFR,2019,GHECAUSE_GHE000390,1451.149,1104.819,1802.209
32982,TKM,EUR,2015,GHECAUSE_GHE001180,45.601,15.486,87.686
32984,JPN,WPR,2010,GHECAUSE_GHE000000,345.661,261.656,446.842
32985,ECU,AMR,2014,GHECAUSE_GHE000390,215.749,125.137,325.908
32989,TTO,AMR,2010,GHECAUSE_GHE001180,17.904,3.101,46.855
32992,SRB,EUR,2015,GHECAUSE_GHE000390,107.962,76.579,141.578
32997,ARM,EUR,2018,GHECAUSE_GHE000390,247.681,163.91,340.646
33000,HUN,EUR,2018,GHECAUSE_GHE001180,103.794,30.266,222.97
33004,CUB,AMR,2012,GHECAUSE_GHE001140,144.957,62.106,252.518
33005,TKM,EUR,2014,GHECAUSE_GHE001130,1476.526,965.695,1951.512
33010,PNG,WPR,2015,GHECAUSE_GHE000000,5333.657,4307.145,6450.005
33020,BWA,AFR,2013,GHECAUSE_GHE001130,1197.575,848.031,1528.479
33024,ESP,EUR,2011,GHECAUSE_GHE000390,19.101,8.133,32.349
33027,PAN,AMR,2011,GHECAUSE_GHE000000,514.214,346.852,679.847
33029,NOR,EUR,2011,GHECAUSE_GHE000000,264.77,174.159,365.694
33030,KEN,AFR,2013,GHECAUSE_GHE001130,760.57,590.07,903.675
33031,GRD,AMR,2011,GHECAUSE_GHE001130,457.564,252.113,654.247
33033,YEM,EMR,2015,GHECAUSE_GHE001180,324.7,165.273,529.048
33034,CAF,AFR,2011,GHECAUSE_GHE000390,5104.446,4176.138,5990.246
33038,OMN,EMR,2010,GHECAUSE_GHE000680,29.533,14.578,49.206
33040,IDN,SEAR,2013,GHECAUSE_GHE000680,118.333,83.426,153.855
33043,PHL,WPR,2015,GHECAUSE_GHE001180,432.274,218.369,701.313
33048,SOM,EMR,2019,GHECAUSE_GHE000000,7812.542,6780.082,8821.549
33049,RUS,EUR,2013,GHECAUSE_GHE000680,66.993,20.682,162.018
33052,KEN,AFR,2013,GHECAUSE_GHE000000,3893.903,3375.895,4406.805
33053,LCA,AMR,2019,GHECAUSE_GHE000390,124.162,46.154,224.593
33055,RWA,AFR,2014,GHECAUSE_GHE001180,536.258,362.666,732.706
33056,PRT,EUR,2018,GHECAUSE_GHE000680,15.111,6.834,28.234
33058,COL,AMR,2014,GHECAUSE_GHE000000,729.794,506.276,999.629
33059,POL,EUR,2010,GHECAUSE_GHE000390,82.832,51.047,115.124
33065,MDA,EUR,2019,GHECAUSE_GHE000680,42.332,17.059,85.033
33066,SDN,EMR,2018,GHECAUSE_GHE000000,3709.932,2378.213,4905.031
33067,CMR,AFR,2010,GHECAUSE_GHE000390,4402.205,3691.251,5006.229
33073,BEN,AFR,2013,GHECAUSE_GHE001130,1318.29,1062.555,1541.742
33074,ETH,AFR,2016,GHECAUSE_GHE001130,828.345,658.287,973.782
33076,HRV,EUR,2010,GHECAUSE_GHE001180,61.338,19.246,128.543
33080,BIH,EUR,2015,GHECAUSE_GHE001180,186.159,95.922,305.087
33082,BLZ,AMR,2015,GHECAUSE_GHE001140,166.774,70.484,284.166
33085,RUS,EUR,2019,GHECAUSE_GHE001130,999.304,453.874,1724.948
33090,VEN,AMR,2017,GHECAUSE_GHE001130,472.425,292.308,674.852
33092,EMR,,2017,GHECAUSE_GHE001140,639.063,365.622,967.624
33095,ETH,AFR,2014,GHECAUSE_GHE001130,834.471,665.578,981.926
33099,CUB,AMR,2019,GHECAUSE_GHE001130,396.649,221.094,573.305
33107,PRK,SEAR,2015,GHECAUSE_GHE001140,2002.671,1266.239,2793.672
33108,BRN,WPR,2017,GHECAUSE_GHE001140,104.829,31.373,219.139
33122,ZAF,AFR,2018,GHECAUSE_GHE000390,1029.148,716.595,1358.169
33127,IDN,SEAR,2015,GHECAUSE_GHE001180,351.892,169.481,599.751
33131,CAF,AFR,2017,GHECAUSE_GHE000680,40.05,33.454,47.204
33132,NGA,AFR,2013,GHECAUSE_GHE001140,982.608,654.876,1362.032
33138,BFA,AFR,2012,GHECAUSE_GHE001130,1640.692,1307.476,1921.66
33139,CYP,EUR,2015,GHECAUSE_GHE001180,43.369,11.688,96.755
33140,MYS,WPR,2015,GHECAUSE_GHE000680,52.457,25.483,110.39
33147,FJI,WPR,2015,GHECAUSE_GHE001180,189.297,97.021,320.92
33154,LCA,AMR,2016,GHECAUSE_GHE000680,18.3,6.531,37.981
33163,PHL,WPR,2012,GHECAUSE_GHE001140,956.616,549.473,1393.565
33169,ARE,EMR,2018,GHECAUSE_GHE000680,26.449,16.372,38.837
33172,BRA,AMR,2015,GHECAUSE_GHE000680,30.723,14.447,54.359
33177,UKR,EUR,2015,GHECAUSE_GHE000680,56.661,24.903,103.015
33178,IRL,EUR,2016,GHECAUSE_GHE000680,18.019,7.752,33.547
33181,CAF,AFR,2017,GHECAUSE_GHE000390,4660.335,3808.508,5468.16
33186,TGO,AFR,2018,GHECAUSE_GHE001130,1626.423,1310.944,1914.816
33187,BWA,AFR,2015,GHECAUSE_GHE001130,1135.305,778.168,1446.91
33192,MDV,SEAR,2017,GHECAUSE_GHE000000,664.966,419.903,987.488
33195,NER,AFR,2010,GHECAUSE_GHE000390,4712.61,3964.395,5372.896
33197,VNM,WPR,2013,GHECAUSE_GHE000000,2275.416,1537.796,3001.981
33199,FRA,EUR,2013,GHECAUSE_GHE001140,43.72,19.078,72.732
33200,ETH,AFR,2017,GHECAUSE_GHE000000,3976.359,3500.369,4428.933
33202,CIV,AFR,2017,GHECAUSE_GHE000680,37.059,29.154,44.064
33210,AZE,EUR,2019,GHECAUSE_GHE000680,45.569,20.674,80.554
33214,COG,AFR,2010,GHECAUSE_GHE001140,1446.497,922.441,2071.732
33215,GTM,AMR,2017,GHECAUSE_GHE000680,33.394,24.86,41.586
33217,BHS,AMR,2015,GHECAUSE_GHE000680,2.126,0.016,6.766
33218,BDI,AFR,2012,GHECAUSE_GHE000680,30.814,25.659,35.616
33226,TLS,SEAR,2013,GHECAUSE_GHE001140,1233.29,787.142,1735.784
33229,KEN,AFR,2010,GHECAUSE_GHE001130,772.268,603.304,915.187
33235,RWA,AFR,2010,GHECAUSE_GHE001130,900.989,718.429,1060.723
33236,TUR,EUR,2015,GHECAUSE_GHE000390,85.346,53.989,119.197
33238,GMB,AFR,2014,GHECAUSE_GHE000680,59.484,49.185,69.105
33239,PRY,AMR,2018,GHECAUSE_GHE001180,117.767,52.631,214.518
33241,ZWE,AFR,2018,GHECAUSE_GHE001180,324.908,204.79,493.047
33245,DNK,EUR,2019,GHECAUSE_GHE000680,25.915,12.098,46.93
33247,BGD,SEAR,2017,GHECAUSE_GHE000390,646.997,535.49,737.488
33248,LVA,EUR,2016,GHECAUSE_GHE000000,825.436,571.189,1073.629
33251,THA,SEAR,2019,GHECAUSE_GHE000390,247.132,174.171,329.727
33256,NZL,WPR,2014,GHECAUSE_GHE001180,29.55,4.188,79.327
33259,MLI,AFR,2017,GHECAUSE_GHE000000,5618.189,4919.906,6343.215
33261,AUS,WPR,2010,GHECAUSE_GHE000000,243.352,160.767,328.573
33263,BGD,SEAR,2015,GHECAUSE_GHE000680,145.679,117.619,170.366
33264,MWI,AFR,2019,GHECAUSE_GHE000000,3732.447,3171.975,4275.94
33273,RUS,EUR,2011,GHECAUSE_GHE001140,349.461,135.525,665.573
33277,TLS,SEAR,2018,GHECAUSE_GHE000680,162.308,129.196,194.802
33278,GNB,AFR,2018,GHECAUSE_GHE000390,2991.568,2519.353,3391.15
33284,VNM,WPR,2017,GHECAUSE_GHE001130,436.183,275.38,612.184
33286,ECU,AMR,2019,GHECAUSE_GHE000390,172.606,95.459,263.924
33288,MWI,AFR,2013,GHECAUSE_GHE001180,393.831,263.865,550.185
33290,NPL,SEAR,2016,GHECAUSE_GHE001180,1598.099,997.496,2345.444
33291,USA,AMR,2015,GHECAUSE_GHE000680,21.16,9.656,38.903
33297,ARE,EMR,2013,GHECAUSE_GHE001140,352.692,192.288,534.528
33298,TTO,AMR,2016,GHECAUSE_GHE000000,518.98,341.084,686.106
33301,RUS,EUR,2015,GHECAUSE_GHE000000,1644.35,846.098,3034.482
33302,PER,AMR,2016,GHECAUSE_GHE000680,60.039,38.45,84.456
33305,BHS,AMR,2010,GHECAUSE_GHE001140,41.713,0.0,130.592
33306,HRV,EUR,2016,GHECAUSE_GHE000680,69.69,36.729,114.394
33309,TON,WPR,2016,GHECAUSE_GHE001130,669.022,350.52,973.188
33310,EGY,EMR,2013,GHECAUSE_GHE000000,2730.057,2103.806,3388.139
33311,AUT,EUR,2010,GHECAUSE_GHE000000,453.419,325.518,574.704
33314,COL,AMR,2016,GHECAUSE_GHE000680,34.021,15.303,58.481
33315,OMN,EMR,2018,GHECAUSE_GHE001140,325.774,164.895,519.638
33317,GBR,EUR,2017,GHECAUSE_GHE001140,38.952,15.155,69.866
33334,URY,AMR,2014,GHECAUSE_GHE001180,43.955,7.685,110.559
33336,NER,AFR,2012,GHECAUSE_GHE000390,4268.579,3585.71,4877.621
33339,BTN,SEAR,2012,GHECAUSE_GHE001180,704.876,335.193,1197.659
33343,LVA,EUR,2019,GHECAUSE_GHE001140,180.344,76.127,308.017
33344,DEU,EUR,2017,GHECAUSE_GHE001130,203.158,118.606,270.962
33349,ERI,AFR,2018,GHECAUSE_GHE000390,2822.03,2333.878,3284.161
33357,BHR,EMR,2011,GHECAUSE_GHE000390,135.608,101.516,172.948
33359,SVK,EUR,2018,GHECAUSE_GHE001140,119.676,58.441,184.762
33362,COL,AMR,2012,GHECAUSE_GHE000390,157.878,91.522,228.196
33363,BEN,AFR,2011,GHECAUSE_GHE001180,461.267,309.366,640.242
33365,MLT,EUR,2016,GHECAUSE_GHE000390,30.462,12.931,51.157
33371,BEL,EUR,2010,GHECAUSE_GHE000390,39.462,18.233,62.088
33373,URY,AMR,2017,GHECAUSE_GHE000680,25.92,10.081,49.352
33374,SSD,AFR,2015,GHECAUSE_GHE001180,302.834,203.291,419.435
33375,CUB,AMR,2012,GHECAUSE_GHE001130,414.132,231.863,623.416
33377,SLV,AMR,2011,GHECAUSE_GHE000680,35.45,22.162,50.112
33379,MWI,AFR,2017,GHECAUSE_GHE000390,1656.617,1393.966,1904.984
33380,BIH,EUR,2012,GHECAUSE_GHE001140,790.084,439.089,1255.722
33382,VUT,WPR,2017,GHECAUSE_GHE000390,1224.57,973.815,1464.654
33384,GMB,AFR,2011,GHECAUSE_GHE000680,55.262,45.535,63.973
33387,LSO,AFR,2018,GHECAUSE_GHE001130,1818.192,1330.588,2216.106
33390,BFA,AFR,2016,GHECAUSE_GHE000680,51.37,41.844,60.039
33391,NOR,EUR,2017,GHECAUSE_GHE001140,23.615,6.864,49.078
33394,SLB,WPR,2012,GHECAUSE_GHE000680,113.519,89.296,137.779
33397,ALB,EUR,2017,GHECAUSE_GHE000000,1422.281,977.027,1905.731
33399,CAF,AFR,2011,GHECAUSE_GHE000000,10497.64,8856.592,12347.038
33402,JPN,WPR,2019,GHECAUSE_GHE001180,23.708,5.273,57.865
33407,VNM,WPR,2013,GHECAUSE_GHE001140,927.601,477.38,1454.984
33408,GTM,AMR,2011,GHECAUSE_GHE000390,1512.304,1214.652,1803.125
33410,ATG,AMR,2014,GHECAUSE_GHE000680,2.919,0.875,6.188
33411,RWA,AFR,2012,GHECAUSE_GHE000390,2012.632,1687.101,2320.382
33412,GMB,AFR,2015,GHECAUSE_GHE000000,5976.615,5261.857,6710.936
33414,IRQ,EMR,2013,GHECAUSE_GHE001130,1295.438,883.919,1667.259
33425,MNG,WPR,2012,GHECAUSE_GHE000000,6294.616,5096.65,7626.154
33434,NGA,AFR,2019,GHECAUSE_GHE000680,26.728,22.242,30.654
33436,ARG,AMR,2010,GHECAUSE_GHE001140,102.528,44.916,173.093
33438,STP,AFR,2017,GHECAUSE_GHE000000,5460.994,4787.026,6159.465
33442,GUY,AMR,2018,GHECAUSE_GHE000390,379.89,242.815,541.808
33445,NOR,EUR,2011,GHECAUSE_GHE001130,150.338,81.722,208.897
33448,GHA,AFR,2010,GHECAUSE_GHE000000,6400.412,5491.245,7271.268
33458,COM,AFR,2014,GHECAUSE_GHE000680,5.001,4.167,5.792
33459,WPR,,2011,GHECAUSE_GHE000390,335.607,256.879,415.508
33461,NLD,EUR,2010,GHECAUSE_GHE000680,60.176,30.94,101.14
33464,AMR,,2019,GHECAUSE_GHE000000,676.442,482.438,899.626
33466,ARM,EUR,2017,GHECAUSE_GHE000390,189.204,124.9,262.357
33467,CAF,AFR,2012,GHECAUSE_GHE000000,10282.946,8704.885,12100.574
33471,TZA,AFR,2012,GHECAUSE_GHE001140,927.245,613.359,1261.331
33472,OMN,EMR,2016,GHECAUSE_GHE001130,1513.417,1001.083,1956.387
33483,MKD,EUR,2017,GHECAUSE_GHE001130,903.982,552.46,1333.911
33485,RWA,AFR,2018,GHECAUSE_GHE001180,506.721,335.317,696.032
33487,SEN,AFR,2013,GHECAUSE_GHE001180,356.059,226.825,516.386
33490,TKM,EUR,2010,GHECAUSE_GHE001180,54.939,17.905,107.585
33492,TJK,EUR,2014,GHECAUSE_GHE000000,5106.809,3991.089,6416.144
33495,QAT,EMR,2010,GHECAUSE_GHE001130,1269.532,909.869,1587.362
33497,SLV,AMR,2019,GHECAUSE_GHE001180,74.028,27.934,145.865
33504,STP,AFR,2010,GHECAUSE_GHE001130,1335.977,1090.525,1565.264
33505,SEAR,,2011,GHECAUSE_GHE001130,1460.256,1121.114,1753.668
33509,MRT,AFR,2019,GHECAUSE_GHE001140,588.14,344.738,880.027
33511,MNG,WPR,2017,GHECAUSE_GHE001130,2424.948,1810.588,2999.571
33520,ESP,EUR,2014,GHECAUSE_GHE001180,28.693,6.1,70.659
33525,NPL,SEAR,2016,GHECAUSE_GHE001130,1027.034,807.162,1222.044
33528,GBR,EUR,2017,GHECAUSE_GHE001180,47.017,9.902,115.728
33530,EST,EUR,2010,GHECAUSE_GHE000390,23.744,6.507,49.262
33531,SWZ,AFR,2013,GHECAUSE_GHE001130,1759.629,1285.098,2197.304
33532,LKA,SEAR,2015,GHECAUSE_GHE000390,300.23,245.346,351.929
33533,TZA,AFR,2015,GHECAUSE_GHE001180,267.386,178.874,378.097
33534,EGY,EMR,2015,GHECAUSE_GHE001130,1821.858,1277.237,2315.826
33543,TZA,AFR,2016,GHECAUSE_GHE001180,268.211,179.995,379.52
33544,MDA,EUR,2016,GHECAUSE_GHE000680,49.515,20.416,97.336
33546,IRL,EUR,2017,GHECAUSE_GHE001140,29.38,10.095,56.442
33549,MDG,AFR,2011,GHECAUSE_GHE000680,19.195,16.248,21.948
33550,TUR,EUR,2019,GHECAUSE_GHE000000,947.292,711.326,1223.21
33555,GBR,EUR,2013,GHECAUSE_GHE000390,35.543,14.199,62.619
33561,LKA,SEAR,2014,GHECAUSE_GHE000390,297.128,244.578,349.193
33570,THA,SEAR,2010,GHECAUSE_GHE000390,295.792,213.309,374.431
33579,VCT,AMR,2011,GHECAUSE_GHE001180,34.976,7.863,85.731
33580,GLOBAL,,2012,GHECAUSE_GHE001130,931.962,681.599,1167.017
33585,UKR,EUR,2016,GHECAUSE_GHE000680,52.497,21.348,94.114
33588,BEN,AFR,2017,GHECAUSE_GHE001180,435.697,290.153,604.14
33589,GAB,AFR,2010,GHECAUSE_GHE000000,2792.938,1598.018,4035.983
33590,SAU,EMR,2014,GHECAUSE_GHE001180,130.634,55.016,228.224
33591,IRQ,EMR,2014,GHECAUSE_GHE001180,54.899,20.389,106.241
33594,MMR,SEAR,2013,GHECAUSE_GHE000000,5357.565,4559.673,6245.183
33596,GLOBAL,,2019,GHECAUSE_GHE001140,483.112,274.274,739.21
33597,LCA,AMR,2017,GHECAUSE_GHE000000,617.9,359.589,912.172
33600,GNQ,AFR,2013,GHECAUSE_GHE000390,2681.62,2098.101,3275.435
33604,LUX,EUR,2010,GHECAUSE_GHE001180,51.793,12.272,119.703
33606,LTU,EUR,2013,GHECAUSE_GHE001140,170.892,73.201,294.118
33607,SYC,AFR,2012,GHECAUSE_GHE001180,76.627,20.181,162.7
33609,AFG,EMR,2019,GHECAUSE_GHE000680,106.07,82.682,127.788
33611,SLB,WPR,2012,GHECAUSE_GHE001180,719.787,430.622,1124.164
33612,VNM,WPR,2012,GHECAUSE_GHE000680,172.076,103.987,244.733
33613,SLV,AMR,2012,GHECAUSE_GHE000680,34.611,21.367,50.175
33616,RUS,EUR,2013,GHECAUSE_GHE001180,56.984,12.319,138.162
33625,BFA,AFR,2014,GHECAUSE_GHE000000,6394.495,5587.578,7234.208
33628,LSO,AFR,2016,GHECAUSE_GHE001140,2114.302,1325.329,3027.747
33633,EMR,,2010,GHECAUSE_GHE001140,725.678,428.458,1085.366
33635,VUT,WPR,2017,GHECAUSE_GHE000000,7086.53,5692.417,8528.635
33637,BDI,AFR,2019,GHECAUSE_GHE000000,5600.46,4846.19,6412.788
33639,USA,AMR,2013,GHECAUSE_GHE000680,24.834,11.365,45.043
33645,IDN,SEAR,2017,GHECAUSE_GHE001140,928.191,514.654,1419.279
33647,AGO,AFR,2016,GHECAUSE_GHE001130,941.742,617.544,1234.702
33648,ARM,EUR,2010,GHECAUSE_GHE000680,170.304,99.125,269.562
33656,TTO,AMR,2015,GHECAUSE_GHE000000,533.646,344.819,703.752
33659,BFA,AFR,2019,GHECAUSE_GHE000000,5914.399,5150.873,6719.121
33667,EST,EUR,2013,GHECAUSE_GHE001140,61.714,20.249,121.773
33668,CHE,EUR,2011,GHECAUSE_GHE000000,279.736,199.576,362.269
33672,SLB,WPR,2011,GHECAUSE_GHE000390,1848.651,1458.615,2192.472
33673,MMR,SEAR,2017,GHECAUSE_GHE000390,1006.76,833.038,1178.241
33676,IRN,EMR,2012,GHECAUSE_GHE001130,719.679,471.319,961.903
33677,AUS,WPR,2016,GHECAUSE_GHE000390,7.15,1.644,16.73
33681,HUN,EUR,2010,GHECAUSE_GHE000000,1172.045,875.837,1447.61
33684,SUR,AMR,2014,GHECAUSE_GHE000390,151.88,77.454,240.305
33685,CHL,AMR,2018,GHECAUSE_GHE000680,28.083,15.438,44.09
33692,SLB,WPR,2010,GHECAUSE_GHE000680,107.576,84.095,131.757
33698,SLV,AMR,2014,GHECAUSE_GHE000680,28.919,16.435,42.629
33706,AMR,,2016,GHECAUSE_GHE001140,115.405,56.123,185.98
33711,MLI,AFR,2013,GHECAUSE_GHE001180,611.441,406.849,829.461
33713,MDA,EUR,2010,GHECAUSE_GHE000000,2639.542,1803.369,3722.428
33714,SSD,AFR,2016,GHECAUSE_GHE001180,305.798,204.801,423.286
33717,ERI,AFR,2010,GHECAUSE_GHE001180,621.666,416.115,878.98
33721,ATG,AMR,2013,GHECAUSE_GHE000390,29.337,6.475,66.816
33724,BLZ,AMR,2010,GHECAUSE_GHE000000,912.234,486.634,1329.701
33731,BLZ,AMR,2017,GHECAUSE_GHE000390,202.091,110.851,310.23
33737,KHM,WPR,2015,GHECAUSE_GHE000680,163.277,124.475,199.218
33744,LBR,AFR,2013,GHECAUSE_GHE001130,1158.854,936.309,1354.432
33751,GHA,AFR,2015,GHECAUSE_GHE000390,2298.048,1908.323,2627.151
33761,SAU,EMR,2012,GHECAUSE_GHE001180,138.87,59.547,242.307
33766,AUS,WPR,2017,GHECAUSE_GHE001140,22.348,6.58,47.17
33769,CUB,AMR,2016,GHECAUSE_GHE001130,390.967,227.586,566.29
33770,RUS,EUR,2010,GHECAUSE_GHE000680,61.852,23.401,148.538
33772,TON,WPR,2011,GHECAUSE_GHE000000,1953.285,1274.161,2651.561
33775,BLR,EUR,2013,GHECAUSE_GHE000000,1764.527,1209.035,2276.931
33777,ISR,EUR,2013,GHECAUSE_GHE000680,48.635,27.604,76.447
33780,CMR,AFR,2013,GHECAUSE_GHE001180,512.663,334.875,722.434
33781,MAR,EMR,2011,GHECAUSE_GHE000680,48.734,21.37,96.478
33785,TUR,EUR,2016,GHECAUSE_GHE001130,453.55,300.765,600.047
33788,AGO,AFR,2017,GHECAUSE_GHE001180,332.096,182.651,532.798
33789,SGP,WPR,2015,GHECAUSE_GHE001140,68.014,30.659,110.227
33799,VCT,AMR,2014,GHECAUSE_GHE000390,111.708,40.184,216.062
33800,TKM,EUR,2019,GHECAUSE_GHE001180,40.685,12.626,82.255
33801,COG,AFR,2013,GHECAUSE_GHE000680,31.252,24.878,38.568
33803,THA,SEAR,2019,GHECAUSE_GHE001130,289.14,196.425,376.327
33804,SGP,WPR,2012,GHECAUSE_GHE001140,84.927,37.762,137.313
33806,AMR,,2011,GHECAUSE_GHE001180,87.617,29.114,182.233
33817,URY,AMR,2014,GHECAUSE_GHE001130,197.514,106.3,278.041
33818,ARM,EUR,2012,GHECAUSE_GHE000390,194.397,131.481,267.52
33819,GLOBAL,,2010,GHECAUSE_GHE000390,959.611,775.276,1131.903
33820,MDG,AFR,2011,GHECAUSE_GHE001180,617.767,412.569,864.388
33826,NLD,EUR,2015,GHECAUSE_GHE001180,64.235,15.813,149.415
33827,MDG,AFR,2014,GHECAUSE_GHE001140,1769.046,1160.617,2410.923
33830,KWT,EMR,2018,GHECAUSE_GHE000000,1058.683,853.766,1257.669
33832,UGA,AFR,2014,GHECAUSE_GHE001180,464.354,312.644,641.616
33835,CMR,AFR,2017,GHECAUSE_GHE000000,6275.219,5446.961,7119.926
33838,JOR,EMR,2014,GHECAUSE_GHE001140,190.584,97.044,291.23
33839,TKM,EUR,2011,GHECAUSE_GHE000680,42.114,21.537,70.146
33842,PNG,WPR,2013,GHECAUSE_GHE000000,5297.014,4324.467,6441.239
33845,ALB,EUR,2016,GHECAUSE_GHE001140,431.825,218.178,679.482
33852,TCD,AFR,2015,GHECAUSE_GHE001140,1308.882,858.886,1808.201
33853,GLOBAL,,2011,GHECAUSE_GHE001130,945.02,689.967,1174.938
33854,BRN,WPR,2011,GHECAUSE_GHE000390,42.039,12.435,90.469
33861,PNG,WPR,2016,GHECAUSE_GHE001130,1665.497,1218.225,2090.884
33862,SGP,WPR,2010,GHECAUSE_GHE000390,158.759,75.176,249.082
33863,ECU,AMR,2014,GHECAUSE_GHE000000,686.226,501.261,931.642
