,SpatialDim,ParentLocationCode,TimeDim,Dim2,AirPollDALYs,Low,High
9728,TON,WPR,2011,GHECAUSE_GHE000680,166.091,96.235,243.839
9732,BGD,SEAR,2016,GHECAUSE_GHE001180,546.762,352.603,773.744
9739,SLV,AMR,2018,GHECAUSE_GHE001140,89.497,46.12,140.402
9742,GNQ,AFR,2017,GHECAUSE_GHE001140,898.365,539.187,1346.599
9745,UKR,EUR,2018,GHECAUSE_GHE000390,91.228,40.812,147.056
9749,UKR,EUR,2016,GHECAUSE_GHE000390,87.157,40.999,142.191
9750,GAB,AFR,2017,GHECAUSE_GHE000390,721.48,287.022,1193.714
9761,COM,AFR,2011,GHECAUSE_GHE001140,1075.789,700.529,1470.88
9764,QAT,EMR,2015,GHECAUSE_GHE000000,1532.96,1205.595,1853.343
9767,NIC,AMR,2010,GHECAUSE_GHE001180,276.656,146.334,440.267
9769,ZAF,AFR,2018,GHECAUSE_GHE000680,104.566,66.177,148.999
9772,EUR,,2012,GHECAUSE_GHE001140,202.856,94.821,341.368
9774,CHL,AMR,2017,GHECAUSE_GHE000680,29.81,16.75,46.778
9778,CRI,AMR,2019,GHECAUSE_GHE000680,13.577,7.265,22.609
9780,PRY,AMR,2019,GHECAUSE_GHE001180,118.326,54.085,213.713
9783,NOR,EUR,2012,GHECAUSE_GHE001130,134.252,70.006,191.625
9784,POL,EUR,2012,GHECAUSE_GHE000000,1120.459,853.764,1366.788
9785,TLS,SEAR,2016,GHECAUSE_GHE001180,525.754,338.59,749.02
9786,ARM,EUR,2014,GHECAUSE_GHE001180,122.492,46.992,227.023
9790,SVN,EUR,2019,GHECAUSE_GHE001140,67.071,29.869,110.089
9791,AFG,EMR,2012,GHECAUSE_GHE001140,1652.498,1050.264,2393.196
9792,CHL,AMR,2014,GHECAUSE_GHE001130,199.589,127.56,256.383
9800,KGZ,EUR,2017,GHECAUSE_GHE000000,2878.518,2175.128,3634.665
9803,GEO,EUR,2010,GHECAUSE_GHE001180,155.119,68.01,274.582
9805,MNG,WPR,2018,GHECAUSE_GHE001140,1801.561,1059.38,2730.98
9806,BRA,AMR,2012,GHECAUSE_GHE000390,179.065,96.557,276.637
9811,BGD,SEAR,2014,GHECAUSE_GHE001180,586.516,378.98,824.563
9812,SDN,EMR,2014,GHECAUSE_GHE000680,28.837,16.525,38.863
9813,TCD,AFR,2018,GHECAUSE_GHE001180,470.338,319.386,642.783
9815,HND,AMR,2010,GHECAUSE_GHE000000,2278.341,1843.739,2748.078
9818,SVK,EUR,2015,GHECAUSE_GHE000390,93.034,48.254,140.123
9826,GNQ,AFR,2010,GHECAUSE_GHE001140,993.481,607.452,1474.704
9831,CAN,AMR,2017,GHECAUSE_GHE000000,185.412,114.886,258.114
9837,OMN,EMR,2012,GHECAUSE_GHE000390,248.405,145.924,350.16
9840,TUN,EMR,2015,GHECAUSE_GHE001140,217.914,109.505,332.66
9842,GTM,AMR,2019,GHECAUSE_GHE001130,676.902,488.57,837.844
9843,TLS,SEAR,2010,GHECAUSE_GHE000680,147.911,120.456,175.161
9845,DJI,EMR,2019,GHECAUSE_GHE001130,1287.547,980.848,1564.072
9849,MMR,SEAR,2018,GHECAUSE_GHE001180,833.765,503.609,1230.273
9851,QAT,EMR,2017,GHECAUSE_GHE000680,46.075,30.132,63.766
9853,UZB,EUR,2018,GHECAUSE_GHE000000,3402.209,2321.313,4730.576
9866,FJI,WPR,2011,GHECAUSE_GHE000000,3683.302,2824.53,4524.706
9867,CHE,EUR,2013,GHECAUSE_GHE000390,12.211,4.72,21.918
9868,ZAF,AFR,2012,GHECAUSE_GHE000680,142.023,95.428,194.189
9873,CAF,AFR,2011,GHECAUSE_GHE001180,929.705,625.066,1289.235
9880,STP,AFR,2014,GHECAUSE_GHE000390,1949.667,1641.389,2224.989
9881,SEN,AFR,2017,GHECAUSE_GHE000000,3881.162,3316.951,4428.066
9886,NZL,WPR,2016,GHECAUSE_GHE000680,12.032,5.115,23.098
9888,NOR,EUR,2010,GHECAUSE_GHE000390,12.423,3.698,26.343
9889,GEO,EUR,2016,GHECAUSE_GHE000000,2393.712,1715.187,3156.017
9892,GNB,AFR,2019,GHECAUSE_GHE000000,6227.029,5478.556,7016.684
9893,MNG,WPR,2010,GHECAUSE_GHE001130,3083.654,2289.018,3755.908
9894,BRB,AMR,2015,GHECAUSE_GHE001140,97.247,32.965,178.764
9895,EUR,,2013,GHECAUSE_GHE000000,1087.013,747.025,1500.847
9896,TGO,AFR,2010,GHECAUSE_GHE000680,36.541,30.586,42.049
9900,MDG,AFR,2019,GHECAUSE_GHE001180,568.667,381.156,796.04
9901,BRB,AMR,2017,GHECAUSE_GHE001140,100.6,35.262,182.207
9902,COG,AFR,2012,GHECAUSE_GHE001140,1385.257,886.0,1994.991
9920,SYC,AFR,2011,GHECAUSE_GHE001180,73.105,17.99,158.325
9926,COM,AFR,2014,GHECAUSE_GHE001130,1131.531,883.996,1335.256
9927,SAU,EMR,2013,GHECAUSE_GHE001180,136.04,58.166,239.062
9928,JPN,WPR,2017,GHECAUSE_GHE001140,67.536,28.326,115.825
9930,IRN,EMR,2013,GHECAUSE_GHE000390,204.784,126.144,290.751
9933,SEAR,,2014,GHECAUSE_GHE001130,1352.118,1010.25,1657.142
9940,ESP,EUR,2015,GHECAUSE_GHE000680,30.974,14.943,54.362
9957,ZMB,AFR,2015,GHECAUSE_GHE000680,53.371,44.234,62.332
9981,DNK,EUR,2016,GHECAUSE_GHE000680,29.544,13.743,53.255
9986,BTN,SEAR,2018,GHECAUSE_GHE001180,545.713,212.098,1036.557
9987,GUY,AMR,2012,GHECAUSE_GHE001130,1368.135,897.258,1802.609
9988,CRI,AMR,2019,GHECAUSE_GHE000000,370.189,267.704,480.583
9990,BEL,EUR,2016,GHECAUSE_GHE001130,154.261,92.182,206.248
9991,YEM,EMR,2011,GHECAUSE_GHE001180,334.197,173.026,539.794
9992,HUN,EUR,2011,GHECAUSE_GHE001140,188.395,94.424,287.714
9994,EMR,,2018,GHECAUSE_GHE000390,779.7,595.374,949.351
9996,EST,EUR,2012,GHECAUSE_GHE001140,55.676,17.292,112.385
10000,KHM,WPR,2010,GHECAUSE_GHE000680,169.346,131.935,205.941
10002,TGO,AFR,2019,GHECAUSE_GHE001140,1237.202,816.111,1732.409
10004,THA,SEAR,2017,GHECAUSE_GHE000000,1107.222,835.529,1415.069
10009,NAM,AFR,2010,GHECAUSE_GHE000390,1994.218,1551.729,2413.398
10010,BIH,EUR,2010,GHECAUSE_GHE000000,2586.702,1841.317,3355.395
10011,MNE,EUR,2012,GHECAUSE_GHE001130,1142.497,805.589,1445.589
10015,DJI,EMR,2014,GHECAUSE_GHE000680,44.538,36.456,52.974
10019,MLT,EUR,2012,GHECAUSE_GHE000390,45.023,20.05,72.981
10022,ERI,AFR,2015,GHECAUSE_GHE000000,6754.146,5740.02,7774.677
10023,GMB,AFR,2018,GHECAUSE_GHE001180,474.674,320.42,645.352
10025,IRN,EMR,2012,GHECAUSE_GHE001180,102.624,37.343,195.561
10027,PAN,AMR,2018,GHECAUSE_GHE001180,28.156,6.238,68.677
10028,ATG,AMR,2011,GHECAUSE_GHE000000,375.346,194.786,566.078
10029,ROU,EUR,2010,GHECAUSE_GHE001130,711.119,439.041,920.657
10030,MDG,AFR,2010,GHECAUSE_GHE001130,1377.52,1098.669,1607.528
10031,CMR,AFR,2019,GHECAUSE_GHE001130,1346.109,1070.349,1593.694
10033,SWZ,AFR,2019,GHECAUSE_GHE001180,546.532,292.448,891.317
10039,EMR,,2019,GHECAUSE_GHE000680,60.447,40.225,85.851
10040,HND,AMR,2017,GHECAUSE_GHE000000,2405.518,1844.839,2940.58
10041,PAK,EMR,2018,GHECAUSE_GHE000680,100.503,75.48,124.3
10047,GMB,AFR,2014,GHECAUSE_GHE001140,1234.159,812.15,1702.983
10056,GAB,AFR,2016,GHECAUSE_GHE000000,2096.776,1083.235,3315.281
10058,ZAF,AFR,2019,GHECAUSE_GHE000000,2196.381,1718.722,2749.522
10059,PER,AMR,2017,GHECAUSE_GHE001180,51.286,22.346,91.871
10064,MLI,AFR,2019,GHECAUSE_GHE001130,1105.697,882.99,1293.24
10065,GAB,AFR,2014,GHECAUSE_GHE000680,48.046,20.011,83.335
10070,KOR,WPR,2015,GHECAUSE_GHE000000,442.334,352.882,542.872
10072,TZA,AFR,2013,GHECAUSE_GHE001140,925.862,616.51,1263.199
10073,STP,AFR,2012,GHECAUSE_GHE000680,220.44,184.7,254.308
10075,QAT,EMR,2019,GHECAUSE_GHE000680,44.155,28.338,61.527
10077,LKA,SEAR,2019,GHECAUSE_GHE000680,82.692,62.459,100.246
10081,VNM,WPR,2012,GHECAUSE_GHE000000,2424.182,1733.261,3216.56
10082,GHA,AFR,2016,GHECAUSE_GHE000680,24.367,19.609,28.659
10086,PRY,AMR,2016,GHECAUSE_GHE000000,1371.895,1095.652,1682.37
10087,FIN,EUR,2010,GHECAUSE_GHE001130,203.114,107.057,289.111
10088,BHS,AMR,2016,GHECAUSE_GHE000680,2.441,0.0,7.283
10091,SLB,WPR,2013,GHECAUSE_GHE000000,7601.055,6154.993,9075.304
10092,TON,WPR,2012,GHECAUSE_GHE001180,208.939,82.498,391.707
